Timestamp,Frequency,SNR,Peak,Floor
2024-04-05 11:31:56.484,103500000,15,-30.94,-45.93
2024-04-05 11:31:56.594,103500000,15.11,-30.84,-45.95
2024-04-05 11:31:56.708,103500000,14.78,-31.17,-45.95
2024-04-05 11:31:56.825,103500000,14.4,-31.52,-45.92
2024-04-05 11:31:56.922,103500000,14.1,-31.82,-45.92
2024-04-05 11:31:57.040,103500000,13.86,-32.09,-45.94
2024-04-05 11:31:57.147,103500000,13.61,-32.33,-45.94
2024-04-05 11:31:57.255,103500000,13.35,-32.55,-45.9
2024-04-05 11:31:57.363,103500000,13.07,-32.76,-45.83
2024-04-05 11:31:57.470,103500000,12.75,-32.98,-45.73
2024-04-05 11:31:57.580,103500000,12.45,-33.18,-45.63
2024-04-05 11:31:57.688,103500000,12.11,-33.43,-45.54
2024-04-05 11:31:57.808,103500000,12.11,-33.42,-45.53
2024-04-05 11:31:57.912,103500000,15.33,-30.25,-45.57
2024-04-05 11:31:58.020,103500000,18.72,-26.91,-45.63
2024-04-05 11:31:58.129,103500000,20.77,-24.84,-45.61
2024-04-05 11:31:58.235,103500000,20.16,-25.32,-45.48
2024-04-05 11:31:58.345,103500000,19.43,-25.94,-45.37
2024-04-05 11:31:58.454,103500000,18.83,-26.44,-45.27
2024-04-05 11:31:58.563,103500000,18.28,-26.88,-45.17
2024-04-05 11:31:58.671,103500000,17.83,-27.35,-45.18
2024-04-05 11:31:58.781,103500000,17.07,-28.02,-45.08
2024-04-05 11:31:58.890,103500000,16.49,-28.5,-44.99
2024-04-05 11:31:58.999,103500000,15.91,-29,-44.91
2024-04-05 11:31:59.110,103500000,15.78,-29.2,-44.97
2024-04-05 11:31:59.218,103500000,21.09,-24.04,-45.14
2024-04-05 11:31:59.328,103500000,21.36,-23.77,-45.13
2024-04-05 11:31:59.436,103500000,21.04,-24.06,-45.1
2024-04-05 11:31:59.546,103500000,21.32,-23.79,-45.11
2024-04-05 11:31:59.669,103500000,20.63,-24.49,-45.12
2024-04-05 11:31:59.764,103500000,20.18,-25.02,-45.2
2024-04-05 11:31:59.887,103500000,19.5,-25.77,-45.26
2024-04-05 11:31:59.994,103500000,20.01,-25.33,-45.34
2024-04-05 11:32:00.100,103500000,20.23,-25.05,-45.28
2024-04-05 11:32:00.211,103500000,20.34,-24.98,-45.32
2024-04-05 11:32:00.318,103500000,22.41,-22.99,-45.4
2024-04-05 11:32:00.426,103500000,21.9,-23.43,-45.33
2024-04-05 11:32:00.538,103500000,21.59,-23.79,-45.38
2024-04-05 11:32:00.647,103500000,21.33,-24.09,-45.42
2024-04-05 11:32:00.758,103500000,20.75,-24.7,-45.45
2024-04-05 11:32:00.867,103500000,20.13,-25.31,-45.44
2024-04-05 11:32:00.974,103500000,19.47,-25.97,-45.44
2024-04-05 11:32:01.081,103500000,18.74,-26.71,-45.45
2024-04-05 11:32:01.188,103500000,18.25,-27.29,-45.54
2024-04-05 11:32:01.297,103500000,18.07,-27.66,-45.73
2024-04-05 11:32:01.408,103500000,17.86,-27.95,-45.81
2024-04-05 11:32:01.518,103500000,17.24,-28.46,-45.7
2024-04-05 11:32:01.630,103500000,19.07,-26.61,-45.68
2024-04-05 11:32:01.740,103500000,18.83,-26.81,-45.65
2024-04-05 11:32:01.845,103500000,18.24,-27.34,-45.57
2024-04-05 11:32:01.966,103500000,17.65,-27.9,-45.56
2024-04-05 11:32:02.073,103500000,17.23,-28.36,-45.59
2024-04-05 11:32:02.181,103500000,16.87,-28.78,-45.65
2024-04-05 11:32:02.291,103500000,16.48,-29.19,-45.67
2024-04-05 11:32:02.400,103500000,19.03,-26.73,-45.76
2024-04-05 11:32:02.510,103500000,20.23,-25.55,-45.77
2024-04-05 11:32:02.617,103500000,19.68,-26,-45.68
2024-04-05 11:32:02.725,103500000,20.96,-24.73,-45.69
2024-04-05 11:32:02.835,103500000,20.62,-25.03,-45.65
2024-04-05 11:32:02.942,103500000,20.02,-25.58,-45.6
